Account,Status,Source_Row,Month_1,Month_2,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Month_11,Month_12,Total
6365 Landscaping & Amenity,Layer 1 Item,187,0.0,0.0,0.0,0.0,0.0,49.68,0.0,0.0,0.0,0.0,49.68,-49.68,49.68
6367 Perimeter Fencing,Layer 1 Item,188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,903.09,0.0,903.09,-903.09,903.09
6371 Interior Doors,Layer 1 Item,189,0.0,0.0,0.0,64.62,0.0,0.0,0.0,215.38,0.0,0.0,280.0,3020.0,3580.0
6372 Exterior Doors,Layer 1 Item,190,0.0,485.05,0.0,0.0,0.0,0.0,0.0,464.56,0.0,0.0,1460.31,189.69,2599.61
6375 Exterior Carpentry Supplies,Layer 1 Item,191,0.0,120.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364.63,-364.63,120.77999999999997
6376 Windows,Layer 1 Item,192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,1100.0
6395 Miscellaneous,Layer 1 Item,193,0.0,0.0,3847.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3847.3,-2659.41,5035.1900000000005
6500 MANAGEMENT FEE,Layer 1 Item,195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6505 Management Fee,Layer 1 Item,196,7308.75,6358.06,6608.64,7143.62,6809.45,7075.57,4676.07,6832.97,7041.65,6761.29,82671.44,-19686.5,129601.01000000001
NET OPERATING INCOME,Layer 1 Item,199,126046.02,81837.86,89423.53,88840.96,92892.19,88890.36,100858.27,120284.16,68715.18,66050.75,1111622.34,105167.94,2140629.56
